node,lng,lat
860,-8.6262071,41.117576
861,-8.6269114,41.1159678
862,-8.6266867,41.1151705
863,-8.626508,41.1150072
864,-8.6248241,41.1185183
865,-8.6229237,41.1208181
866,-8.6243686,41.1195911
867,-8.6482672,41.2455359
868,-8.6480762,41.2429379
869,-8.6463941,41.2411481
870,-8.644793,41.2395012
871,-8.6436917,41.2380864
872,-8.6317717,41.2248745
873,-8.6460082,41.2407391
874,-8.6502224,41.250336
875,-8.6488767,41.2471023
876,-8.6685604,41.2282003
877,-8.6679644,41.2382647
878,-8.6634319,41.2382648
879,-8.6828567,41.2244872
880,-8.648396,41.2444522
881,-8.6898084,41.218401
882,-8.6901237,41.2183981
883,-8.6903729,41.218096
884,-8.6901456,41.2179521
885,-8.6895571,41.2180733
886,-8.6895066,41.2182299
887,-8.6898486,41.2176214
888,-8.6912991,41.2172856
889,-8.6938125,41.2148022
890,-8.6961989,41.2091305
891,-8.6963274,41.2076544
892,-8.6963298,41.2068842
893,-8.6964314,41.2012413
894,-8.6960002,41.1903371
895,-8.6925993,41.1874717
896,-8.5841551,41.1786463
897,-8.5820561,41.1844201
898,-8.5801391,41.1913818
899,-8.5791762,41.1932454
900,-8.5773334,41.195044
901,-8.5762944,41.196668
902,-8.575083,41.1997963
903,-8.5740406,41.2010918
904,-8.5704956,41.2038788
905,-8.5671446,41.2069697
906,-8.5586114,41.2206886
907,-8.556036,41.2238362
908,-8.5553634,41.2245686
909,-8.5626092,41.2135001
910,-8.5600171,41.2148715
911,-8.5589662,41.2163624
912,-8.5587838,41.2168531
913,-8.5587496,41.219881
914,-8.5540788,41.2275324
915,-8.5452837,41.2328425
916,-8.5432813,41.2328936
917,-8.5366735,41.2357133
918,-8.5604708,41.1690188
919,-8.5566203,41.1727293
920,-8.5580043,41.1717485
921,-8.5470115,41.1729336
922,-8.5272269,41.1829982
923,-8.5320346,41.1818812
924,-8.5440045,41.1765928
925,-8.5709108,41.1363114
926,-8.5669518,41.128871
927,-8.5644417,41.1263715
928,-8.5516514,41.1248586
929,-8.5514842,41.124907
930,-8.5449028,41.1207945
931,-8.5437813,41.1194519
932,-8.5415636,41.1178777
933,-8.5397463,41.1162167
934,-8.5336338,41.1089507
935,-8.5319401,41.107026
936,-8.5295324,41.1062668
937,-8.5779239,41.1447718
938,-8.5779526,41.1446944
939,-8.5776128,41.1447768
940,-8.573523,41.1441201
941,-8.5736362,41.1441031
