edge,s_node,e_node,s_lng,s_lat,e_lng,e_lat,c_lng,c_lat
14969,3444,9419,-122.4898745,37.7611384,-122.4892248,37.7611671,-122.48954965,37.76115275
14970,3444,9419,-122.4898745,37.7611384,-122.4892248,37.7611671,-122.48954965,37.76115275
14971,9419,3444,-122.4892248,37.7611671,-122.4898745,37.7611384,-122.48954965,37.76115275
14972,4866,3445,-122.4921457,37.7629097,-122.4920123,37.7610441,-122.49207899999999,37.7619769
14973,3445,4866,-122.4920123,37.7610441,-122.4921457,37.7629097,-122.49207899999999,37.7619769
14974,3445,9418,-122.4920123,37.7610441,-122.4923094,37.7610309,-122.49216085,37.7610375
14975,9418,3445,-122.4923094,37.7610309,-122.4920123,37.7610441,-122.49216085,37.7610375
14976,3445,4867,-122.4920123,37.7610441,-122.4918844,37.7591784,-122.49194835,37.76011125
14977,4867,3445,-122.4918844,37.7591784,-122.4920123,37.7610441,-122.49194835,37.76011125
14978,3446,9430,-122.494161,37.7609491,-122.4947226,37.7609243,-122.4944418,37.7609367
14979,9430,3446,-122.4947226,37.7609243,-122.494161,37.7609491,-122.4944418,37.7609367
14980,9420,3446,-122.4938437,37.7609631,-122.494161,37.7609491,-122.49400235,37.7609561
14981,3446,9420,-122.494161,37.7609491,-122.4938437,37.7609631,-122.49400235,37.7609561
14982,6117,3446,-122.494292,37.762815,-122.494161,37.7609491,-122.4942265,37.76188205
14983,3446,6117,-122.494161,37.7609491,-122.494292,37.762815,-122.4942265,37.76188205
14984,3446,6464,-122.494161,37.7609491,-122.4940302,37.7590837,-122.49409560000001,37.7600164
14985,6464,3446,-122.4940302,37.7590837,-122.494161,37.7609491,-122.49409560000001,37.7600164
14986,9426,3447,-122.4952366,37.7609664,-122.4952321,37.7609018,-122.49523435,37.7609341
14987,3447,9426,-122.4952321,37.7609018,-122.4952366,37.7609664,-122.49523435,37.7609341
14988,3447,6955,-122.4952321,37.7609018,-122.4956897,37.7608816,-122.4954609,37.7608917
14989,6955,3447,-122.4956897,37.7608816,-122.4952321,37.7609018,-122.4954609,37.7608917
14990,9430,3447,-122.4947226,37.7609243,-122.4952321,37.7609018,-122.49497735,37.76091305
14991,3447,9430,-122.4952321,37.7609018,-122.4947226,37.7609243,-122.49497735,37.76091305
14992,6634,3447,-122.4951012,37.7590364,-122.4952321,37.7609018,-122.49516664999999,37.7599691
14993,3447,6634,-122.4952321,37.7609018,-122.4951012,37.7590364,-122.49516664999999,37.7599691
14994,4641,3448,-122.4975031,37.7626732,-122.4973725,37.7608073,-122.4974378,37.76174025
14995,3448,4641,-122.4973725,37.7608073,-122.4975031,37.7626732,-122.4974378,37.76174025
14996,9428,3448,-122.4972121,37.7608144,-122.4973725,37.7608073,-122.4972923,37.76081085
14997,3448,9428,-122.4973725,37.7608073,-122.4972121,37.7608144,-122.4972923,37.76081085
14998,3448,3449,-122.4973725,37.7608073,-122.498446,37.7607599,-122.49790924999999,37.760783599999996
14999,3449,3448,-122.498446,37.7607599,-122.4973725,37.7608073,-122.49790924999999,37.760783599999996
15000,3448,4642,-122.4973725,37.7608073,-122.497242,37.7589418,-122.49730725,37.759874550000006
15001,4642,3448,-122.497242,37.7589418,-122.4973725,37.7608073,-122.49730725,37.759874550000006
15002,5433,3449,-122.4985769,37.7626258,-122.498446,37.7607599,-122.49851145,37.76169285
15003,3449,5433,-122.498446,37.7607599,-122.4985769,37.7626258,-122.49851145,37.76169285
15004,3449,5434,-122.498446,37.7607599,-122.4983153,37.7588945,-122.49838065,37.7598272
15005,5434,3449,-122.4983153,37.7588945,-122.498446,37.7607599,-122.49838065,37.7598272
15006,3449,9431,-122.498446,37.7607599,-122.498705,37.7607485,-122.4985755,37.760754199999994
15007,9431,3449,-122.498705,37.7607485,-122.498446,37.7607599,-122.4985755,37.760754199999994
15008,5899,3450,-122.4996481,37.7625785,-122.4995172,37.7607126,-122.49958265000001,37.76164555
15009,3450,5899,-122.4995172,37.7607126,-122.4996481,37.7625785,-122.49958265000001,37.76164555
15010,3450,3451,-122.4995172,37.7607126,-122.5005867,37.7606642,-122.50005195,37.7606884
15011,3451,3450,-122.5005867,37.7606642,-122.4995172,37.7607126,-122.50005195,37.7606884
15012,3450,5900,-122.4995172,37.7607126,-122.4993864,37.7588472,-122.4994518,37.7597799
15013,5900,3450,-122.4993864,37.7588472,-122.4995172,37.7607126,-122.4994518,37.7597799
15014,9431,3450,-122.498705,37.7607485,-122.4995172,37.7607126,-122.4991111,37.76073055
15015,3450,9431,-122.4995172,37.7607126,-122.498705,37.7607485,-122.4991111,37.76073055
15016,3450,9431,-122.4995172,37.7607126,-122.498705,37.7607485,-122.4991111,37.76073055
15017,9431,3450,-122.498705,37.7607485,-122.4995172,37.7607126,-122.4991111,37.76073055
15018,5504,3451,-122.5007176,37.7625313,-122.5005867,37.7606642,-122.50065215000001,37.76159775
15019,3451,5504,-122.5005867,37.7606642,-122.5007176,37.7625313,-122.50065215000001,37.76159775
15020,3451,3452,-122.5005867,37.7606642,-122.5016602,37.760618,-122.50112345,37.7606411
15021,3452,3451,-122.5016602,37.760618,-122.5005867,37.7606642,-122.50112345,37.7606411
15022,3451,5505,-122.5005867,37.7606642,-122.500456,37.7587999,-122.50052135,37.75973205
15023,5505,3451,-122.500456,37.7587999,-122.5005867,37.7606642,-122.50052135,37.75973205
15024,3452,9424,-122.5016602,37.760618,-122.5018998,37.7606074,-122.50178,37.760612699999996
15025,9424,3452,-122.5018998,37.7606074,-122.5016602,37.760618,-122.50178,37.760612699999996
15026,4699,3452,-122.5017911,37.7624839,-122.5016602,37.760618,-122.50172565,37.76155095
15027,3452,4699,-122.5016602,37.760618,-122.5017911,37.7624839,-122.50172565,37.76155095
15028,3452,4700,-122.5016602,37.760618,-122.5015291,37.7587526,-122.50159465,37.7596853
15029,4700,3452,-122.5015291,37.7587526,-122.5016602,37.760618,-122.50159465,37.7596853
15030,3453,3454,-122.5038035,37.7605233,-122.5048743,37.760476,-122.5043389,37.76049965
15031,3454,3453,-122.5048743,37.760476,-122.5038035,37.7605233,-122.5043389,37.76049965
15032,9423,3453,-122.5034861,37.7605373,-122.5038035,37.7605233,-122.5036448,37.7605303
15033,3453,9423,-122.5038035,37.7605233,-122.5034861,37.7605373,-122.5036448,37.7605303
15034,6119,3453,-122.5039344,37.7623893,-122.5038035,37.7605233,-122.50386895,37.761456300000006
15035,3453,6119,-122.5038035,37.7605233,-122.5039344,37.7623893,-122.50386895,37.761456300000006
15036,3453,6189,-122.5038035,37.7605233,-122.5036728,37.7586579,-122.50373815,37.7595906
15037,6189,3453,-122.5036728,37.7586579,-122.5038035,37.7605233,-122.50373815,37.7595906
15038,3454,9422,-122.5048743,37.760476,-122.5051737,37.7604628,-122.50502399999999,37.7604694
15039,9422,3454,-122.5051737,37.7604628,-122.5048743,37.760476,-122.50502399999999,37.7604694
15040,3454,6515,-122.5048743,37.760476,-122.5047437,37.7586106,-122.504809,37.7595433
15041,6515,3454,-122.5047437,37.7586106,-122.5048743,37.760476,-122.504809,37.7595433
15042,6120,3454,-122.505005,37.762342,-122.5048743,37.760476,-122.50493965,37.761409
15043,3454,6120,-122.5048743,37.760476,-122.505005,37.762342,-122.50493965,37.761409
15044,9421,3455,-122.506734,37.7603939,-122.5070168,37.7603814,-122.5068754,37.76038765
15045,3455,9421,-122.5070168,37.7603814,-122.506734,37.7603939,-122.5068754,37.76038765
15046,3455,3456,-122.5070168,37.7603814,-122.5080905,37.760334,-122.50755365,37.7603577
15047,3456,3455,-122.5080905,37.760334,-122.5070168,37.7603814,-122.50755365,37.7603577
15048,3455,3982,-122.5070168,37.7603814,-122.5068861,37.758516,-122.50695145,37.7594487
15049,3982,3455,-122.5068861,37.758516,-122.5070168,37.7603814,-122.50695145,37.7594487
15050,3981,3455,-122.507147,37.7622474,-122.5070168,37.7603814,-122.5070819,37.7613144
15051,3455,3981,-122.5070168,37.7603814,-122.507147,37.7622474,-122.5070819,37.7613144
15052,3456,8937,-122.5080905,37.760334,-122.5079594,37.7584686,-122.50802494999999,37.7594013
15053,8937,3456,-122.5079594,37.7584686,-122.5080905,37.760334,-122.50802494999999,37.7594013
15054,4773,3456,-122.508221,37.7622,-122.5080905,37.760334,-122.50815575,37.761267000000004
15055,3456,4773,-122.5080905,37.760334,-122.508221,37.7622,-122.50815575,37.761267000000004
15056,3456,3457,-122.5080905,37.760334,-122.5091597,37.7602868,-122.50862509999999,37.7603104
15057,3457,3456,-122.5091597,37.7602868,-122.5080905,37.760334,-122.50862509999999,37.7603104
15058,5118,3457,-122.5092904,37.7621528,-122.5091597,37.7602868,-122.50922505,37.761219800000006
15059,3457,5118,-122.5091597,37.7602868,-122.5092904,37.7621528,-122.50922505,37.761219800000006
15060,3457,3862,-122.5091597,37.7602868,-122.5090249,37.7584234,-122.50909229999999,37.7593551
15061,3862,3457,-122.5090249,37.7584234,-122.5091597,37.7602868,-122.50909229999999,37.7593551
15062,3457,3458,-122.5091597,37.7602868,-122.5094083,37.7602758,-122.50928400000001,37.7602813
15063,3458,3457,-122.5094083,37.7602758,-122.5091597,37.7602868,-122.50928400000001,37.7602813
15064,3458,8938,-122.5094083,37.7602758,-122.5091764,37.7584149,-122.50929235000001,37.759345350000004
15065,8938,3458,-122.5091764,37.7584149,-122.5094083,37.7602758,-122.50929235000001,37.759345350000004
15066,8946,3458,-122.5096405,37.7621373,-122.5094083,37.7602758,-122.5095244,37.76120655
15067,3458,8946,-122.5094083,37.7602758,-122.5096405,37.7621373,-122.5095244,37.76120655
15068,6111,3459,-122.4652595,37.7640967,-122.4651297,37.7622311,-122.4651946,37.7631639
15069,3459,6111,-122.4651297,37.7622311,-122.4652595,37.7640967,-122.4651946,37.7631639
15070,3459,6640,-122.4651297,37.7622311,-122.4649999,37.7603654,-122.4650648,37.761298249999996
15071,6640,3459,-122.4649999,37.7603654,-122.4651297,37.7622311,-122.4650648,37.761298249999996
15072,3460,7645,-122.4777485,37.7174496,-122.4775039,37.7160113,-122.4776262,37.71673045
15073,7645,3460,-122.4775039,37.7160113,-122.4777485,37.7174496,-122.4776262,37.71673045
15074,3460,3469,-122.4777485,37.7174496,-122.4774093,37.7175718,-122.4775789,37.717510700000005
15075,3461,3460,-122.4781241,37.7175028,-122.4777485,37.7174496,-122.47793630000001,37.7174762
15076,3461,7804,-122.4781241,37.7175028,-122.4791358,37.7164339,-122.47862995,37.71696835
15077,7804,3461,-122.4791358,37.7164339,-122.4781241,37.7175028,-122.47862995,37.71696835
15078,3462,3461,-122.4786707,37.7179039,-122.4781241,37.7175028,-122.4783974,37.71770335
15079,3462,7808,-122.4786707,37.7179039,-122.4799126,37.7170006,-122.47929165,37.71745225
15080,7808,3462,-122.4799126,37.7170006,-122.4786707,37.7179039,-122.47929165,37.71745225
15081,3463,3462,-122.4786543,37.7184783,-122.4786707,37.7179039,-122.4786625,37.7181911
15082,3465,3464,-122.4777494,37.718581,-122.4781255,37.7186772,-122.47793745,37.7186291
15083,3466,3465,-122.4773582,37.7183039,-122.4777494,37.718581,-122.4775538,37.71844245
15084,7547,3465,-122.4764864,37.7195271,-122.4777494,37.718581,-122.4771179,37.71905405
15085,3466,6277,-122.4773582,37.7183039,-122.4763134,37.7193928,-122.4768358,37.71884835
15086,3467,3466,-122.4771928,37.7180142,-122.4773582,37.7183039,-122.47727549999999,37.71815905
15087,3468,3467,-122.4772543,37.7177277,-122.4771928,37.7180142,-122.47722354999999,37.71787095
15088,3469,3468,-122.4774093,37.7175718,-122.4772543,37.7177277,-122.4773318,37.71764975
15089,3470,7990,-122.4532814,37.7857256,-122.4536105,37.785682,-122.45344595,37.7857038
15090,7990,3470,-122.4536105,37.785682,-122.4532814,37.7857256,-122.45344595,37.7857038
15091,8907,3470,-122.4533326,37.7859797,-122.4532814,37.7857256,-122.453307,37.785852649999995
15092,3470,8907,-122.4532814,37.7857256,-122.4533326,37.7859797,-122.453307,37.785852649999995
15093,3471,3472,-122.4542623,37.7905818,-122.4541424,37.7899883,-122.45420235,37.790285049999994
15094,3472,3471,-122.4541424,37.7899883,-122.4542623,37.7905818,-122.45420235,37.790285049999994
15095,3472,3473,-122.4541424,37.7899883,-122.4539647,37.7891095,-122.45405355,37.7895489
15096,3473,3472,-122.4539647,37.7891095,-122.4541424,37.7899883,-122.45405355,37.7895489
15097,3473,3474,-122.4539647,37.7891095,-122.4537871,37.7882307,-122.4538759,37.788670100000004
15098,3474,3473,-122.4537871,37.7882307,-122.4539647,37.7891095,-122.4538759,37.788670100000004
15099,3475,9398,-122.4290771,37.7686722,-122.4290647,37.767727,-122.4290709,37.7681996
15100,9399,3475,-122.4289998,37.768677,-122.4290771,37.7686722,-122.42903845000001,37.7686746
15101,3475,9399,-122.4290771,37.7686722,-122.4289998,37.768677,-122.42903845000001,37.7686746
15102,8135,3475,-122.4291486,37.7694015,-122.4290771,37.7686722,-122.42911285,37.76903685
15103,3476,7343,-122.4045401,37.7442984,-122.4048787,37.7443786,-122.4047094,37.7443385
15104,7343,3476,-122.4048787,37.7443786,-122.4045401,37.7442984,-122.4047094,37.7443385
15105,3476,5603,-122.4045401,37.7442984,-122.4049265,37.7436924,-122.4047333,37.7439954
15106,3477,3478,-122.4057924,37.7445356,-122.406896,37.744812,-122.4063442,37.7446738
15107,3478,3477,-122.406896,37.744812,-122.4057924,37.7445356,-122.4063442,37.7446738
15108,3477,4815,-122.4057924,37.7445356,-122.4053087,37.746178,-122.40555055,37.745356799999996
15109,4815,3477,-122.4053087,37.746178,-122.4057924,37.7445356,-122.40555055,37.745356799999996
15110,5429,3477,-122.4060566,37.744093,-122.4057924,37.7445356,-122.4059245,37.7443143
15111,3477,5429,-122.4057924,37.7445356,-122.4060566,37.744093,-122.4059245,37.7443143
15112,3478,9069,-122.406896,37.744812,-122.4081291,37.7430817,-122.40751255,37.74394685
15113,9069,3478,-122.4081291,37.7430817,-122.406896,37.744812,-122.40751255,37.74394685
15114,8163,3479,-122.4662854,37.7216698,-122.466588,37.721668,-122.4664367,37.7216689
15115,3479,8163,-122.466588,37.721668,-122.4662854,37.7216698,-122.4664367,37.7216689
15116,3479,3480,-122.466588,37.721668,-122.4656779,37.7232649,-122.46613295,37.72246645
15117,3480,3479,-122.4656779,37.7232649,-122.466588,37.721668,-122.46613295,37.72246645
15118,3480,3481,-122.4656779,37.7232649,-122.4652813,37.7253322,-122.46547960000001,37.72429855
15119,3481,3480,-122.4652813,37.7253322,-122.4656779,37.7232649,-122.46547960000001,37.72429855
15120,3480,9202,-122.4656779,37.7232649,-122.4647088,37.7231545,-122.46519334999999,37.7232097
15121,9202,3480,-122.4647088,37.7231545,-122.4656779,37.7232649,-122.46519334999999,37.7232097
15122,3481,9654,-122.4652813,37.7253322,-122.4662891,37.725448,-122.4657852,37.7253901
15123,9654,3481,-122.4662891,37.725448,-122.4652813,37.7253322,-122.4657852,37.7253901
15124,9649,3481,-122.4643447,37.7252245,-122.4652813,37.7253322,-122.46481299999999,37.725278349999996
15125,3481,9649,-122.4652813,37.7253322,-122.4643447,37.7252245,-122.46481299999999,37.725278349999996
15126,3483,3679,-122.4008266,37.7888257,-122.3985913,37.7905938,-122.39970895,37.78970975
15127,3483,3680,-122.4008266,37.7888257,-122.4015241,37.7882801,-122.40117535,37.7885529
15128,3680,3483,-122.4015241,37.7882801,-122.4008266,37.7888257,-122.40117535,37.7885529
15129,4696,3484,-122.4005089,37.7874553,-122.3998131,37.7880116,-122.400161,37.78773345
15130,3484,4696,-122.3998131,37.7880116,-122.4005089,37.7874553,-122.400161,37.78773345
15131,4986,3484,-122.3975766,37.7897816,-122.3998131,37.7880116,-122.39869485,37.7888966
15132,3484,4986,-122.3998131,37.7880116,-122.3975766,37.7897816,-122.39869485,37.7888966
15133,3485,3484,-122.3992834,37.7875911,-122.3998131,37.7880116,-122.39954825000001,37.787801349999995
15134,3484,3485,-122.3998131,37.7880116,-122.3992834,37.7875911,-122.39954825000001,37.787801349999995
15135,3485,3765,-122.3992834,37.7875911,-122.397043,37.7893521,-122.3981632,37.7884716
15136,8140,3485,-122.3988207,37.787221,-122.3992834,37.7875911,-122.39905205,37.78740605
15137,3485,8140,-122.3992834,37.7875911,-122.3988207,37.787221,-122.39905205,37.78740605
15138,3485,3766,-122.3992834,37.7875911,-122.3999959,37.787029,-122.39963965,37.78731005
15139,3487,3486,-122.3972764,37.7859666,-122.3977407,37.7863375,-122.39750855,37.78615205
15140,3486,3487,-122.3977407,37.7863375,-122.3972764,37.7859666,-122.39750855,37.78615205
15141,3486,5619,-122.3977407,37.7863375,-122.3982081,37.7859695,-122.39797440000001,37.7861535
15142,5619,3486,-122.3982081,37.7859695,-122.3977407,37.7863375,-122.39797440000001,37.7861535
15143,4987,3486,-122.395496,37.788117,-122.3977407,37.7863375,-122.39661835,37.78722725
15144,3487,8063,-122.3972764,37.7859666,-122.3964483,37.7865841,-122.39686234999999,37.78627535
15145,8063,3487,-122.3964483,37.7865841,-122.3972764,37.7859666,-122.39686234999999,37.78627535
15146,3488,3487,-122.3967285,37.785549,-122.3972764,37.7859666,-122.39700245,37.7857578
15147,3487,3488,-122.3972764,37.7859666,-122.3967285,37.785549,-122.39700245,37.7857578
15148,3489,3488,-122.395178,37.7843129,-122.3967285,37.785549,-122.39595324999999,37.78493095
15149,3488,3489,-122.3967285,37.785549,-122.395178,37.7843129,-122.39595324999999,37.78493095
15150,9187,3488,-122.3972153,37.7852044,-122.3967285,37.785549,-122.3969719,37.7853767
15151,9187,3488,-122.3972153,37.7852044,-122.3967285,37.785549,-122.3969719,37.7853767
15152,3489,3596,-122.395178,37.7843129,-122.395714,37.7838907,-122.39544599999999,37.7841018
15153,3596,3489,-122.395714,37.7838907,-122.395178,37.7843129,-122.39544599999999,37.7841018
15154,3489,3490,-122.395178,37.7843129,-122.3941697,37.7835224,-122.39467385,37.78391765000001
15155,3490,3489,-122.3941697,37.7835224,-122.395178,37.7843129,-122.39467385,37.78391765000001
15156,9286,3489,-122.3946383,37.784741,-122.395178,37.7843129,-122.39490814999999,37.78452695
15157,3489,9286,-122.395178,37.7843129,-122.3946383,37.784741,-122.39490814999999,37.78452695
15158,3491,5652,-122.3933,37.7828345,-122.3944383,37.7819481,-122.39386915,37.7823913
15159,5652,3491,-122.3944383,37.7819481,-122.3933,37.7828345,-122.39386915,37.7823913
15160,3492,9347,-122.3905436,37.7806182,-122.3896767,37.7799221,-122.39011015,37.78027015
15161,9347,3492,-122.3896767,37.7799221,-122.3905436,37.7806182,-122.39011015,37.78027015
15162,4984,3492,-122.3897575,37.7812476,-122.3905436,37.7806182,-122.39015055,37.780932899999996
15163,3492,4984,-122.3905436,37.7806182,-122.3897575,37.7812476,-122.39015055,37.780932899999996
15164,3493,3494,-122.4083454,37.8043642,-122.409955,37.8041728,-122.4091502,37.804268500000006
15165,3494,3493,-122.409955,37.8041728,-122.4083454,37.8043642,-122.4091502,37.804268500000006
15166,8147,3493,-122.4067052,37.804156,-122.4083454,37.8043642,-122.4075253,37.8042601
15167,3493,8147,-122.4083454,37.8043642,-122.4067052,37.804156,-122.4075253,37.8042601
15168,4584,3493,-122.4081617,37.803444,-122.4083454,37.8043642,-122.40825355,37.8039041
15169,6457,3494,-122.4097672,37.8032439,-122.409955,37.8041728,-122.4098611,37.80370835
15170,3494,6457,-122.409955,37.8041728,-122.4097672,37.8032439,-122.4098611,37.80370835
15171,3494,3495,-122.409955,37.8041728,-122.4115949,37.8039613,-122.41077494999999,37.80406705
15172,3495,3494,-122.4115949,37.8039613,-122.409955,37.8041728,-122.41077494999999,37.80406705
15173,4845,3495,-122.4114091,37.8030392,-122.4115949,37.8039613,-122.411502,37.80350025
15174,3495,4845,-122.4115949,37.8039613,-122.4114091,37.8030392,-122.411502,37.80350025
15175,3495,3496,-122.4115949,37.8039613,-122.4132377,37.8037591,-122.41241629999999,37.8038602
15176,3496,3495,-122.4132377,37.8037591,-122.4115949,37.8039613,-122.41241629999999,37.8038602
15177,4387,3496,-122.4130357,37.8028365,-122.4132377,37.8037591,-122.4131367,37.803297799999996
15178,3496,4387,-122.4132377,37.8037591,-122.4130357,37.8028365,-122.4131367,37.803297799999996
15179,3496,9874,-122.4132377,37.8037591,-122.41488,37.8035415,-122.41405885,37.8036503
15180,9874,3496,-122.41488,37.8035415,-122.4132377,37.8037591,-122.41405885,37.8036503
15181,3497,6459,-122.4165234,37.8033391,-122.4163381,37.8024197,-122.41643075,37.8028794
15182,6459,3497,-122.4163381,37.8024197,-122.4165234,37.8033391,-122.41643075,37.8028794
15183,3497,3498,-122.4165234,37.8033391,-122.4181701,37.8031282,-122.41734675000001,37.80323365
15184,3498,3497,-122.4181701,37.8031282,-122.4165234,37.8033391,-122.41734675000001,37.80323365
15185,9874,3497,-122.41488,37.8035415,-122.4165234,37.8033391,-122.4157017,37.803440300000005
15186,3497,9874,-122.4165234,37.8033391,-122.41488,37.8035415,-122.4157017,37.803440300000005
15187,3498,3499,-122.4181701,37.8031282,-122.4198179,37.8029189,-122.418994,37.803023550000006
15188,3499,3498,-122.4198179,37.8029189,-122.4181701,37.8031282,-122.418994,37.803023550000006
15189,6376,3498,-122.4179869,37.8022186,-122.4181701,37.8031282,-122.41807850000001,37.8026734
15190,3498,6376,-122.4181701,37.8031282,-122.4179869,37.8022186,-122.41807850000001,37.8026734
15191,3499,3500,-122.4198179,37.8029189,-122.4214618,37.8027159,-122.42063985,37.8028174
15192,3500,3499,-122.4214618,37.8027159,-122.4198179,37.8029189,-122.42063985,37.8028174
15193,3499,6306,-122.4198179,37.8029189,-122.4196302,37.8019952,-122.41972405,37.80245705
15194,6306,3499,-122.4196302,37.8019952,-122.4198179,37.8029189,-122.41972405,37.80245705
15195,3500,3501,-122.4214618,37.8027159,-122.421742,37.8026768,-122.4216019,37.802696350000005
15196,3501,3500,-122.421742,37.8026768,-122.4214618,37.8027159,-122.4216019,37.802696350000005
15197,3500,8146,-122.4214618,37.8027159,-122.421598,37.8032125,-122.4215299,37.802964200000005
15198,8146,3500,-122.421598,37.8032125,-122.4214618,37.8027159,-122.4215299,37.802964200000005
15199,9102,3500,-122.4212744,37.8017872,-122.4214618,37.8027159,-122.4213681,37.80225155
15200,3500,9102,-122.4214618,37.8027159,-122.4212744,37.8017872,-122.4213681,37.80225155
15201,3502,7227,-122.4231072,37.8024903,-122.4246735,37.8022931,-122.42389035,37.8023917
15202,7227,3502,-122.4246735,37.8022931,-122.4231072,37.8024903,-122.42389035,37.8023917
15203,6442,3502,-122.422386,37.803053,-122.4231072,37.8024903,-122.42274660000001,37.80277165
15204,3502,6442,-122.4231072,37.8024903,-122.422386,37.803053,-122.42274660000001,37.80277165
15205,4439,3502,-122.4229211,37.8015644,-122.4231072,37.8024903,-122.42301415,37.80202735
15206,3502,4439,-122.4231072,37.8024903,-122.4229211,37.8015644,-122.42301415,37.80202735
15207,7305,3503,-122.4262098,37.8011528,-122.4263966,37.8020741,-122.4263032,37.80161345
15208,3503,7305,-122.4263966,37.8020741,-122.4262098,37.8011528,-122.4263032,37.80161345
15209,3503,3504,-122.4263966,37.8020741,-122.4280391,37.8018653,-122.42721785,37.8019697
15210,3504,3503,-122.4280391,37.8018653,-122.4263966,37.8020741,-122.42721785,37.8019697
15211,7232,3503,-122.4248244,37.8022739,-122.4263966,37.8020741,-122.4256105,37.802174
15212,3503,7232,-122.4263966,37.8020741,-122.4248244,37.8022739,-122.4256105,37.802174
15213,3504,4621,-122.4280391,37.8018653,-122.4278519,37.8009432,-122.42794549999999,37.801404250000004
15214,4621,3504,-122.4278519,37.8009432,-122.4280391,37.8018653,-122.42794549999999,37.801404250000004
15215,3504,3505,-122.4280391,37.8018653,-122.429686,37.8016559,-122.42886255,37.8017606
15216,3505,3504,-122.429686,37.8016559,-122.4280391,37.8018653,-122.42886255,37.8017606
15217,5959,3505,-122.4294995,37.8007335,-122.429686,37.8016559,-122.42959275000001,37.801194699999996
15218,3505,5959,-122.429686,37.8016559,-122.4294995,37.8007335,-122.42959275000001,37.801194699999996
15219,3505,3506,-122.429686,37.8016559,-122.4313274,37.8014473,-122.4305067,37.801551599999996
15220,3506,3505,-122.4313274,37.8014473,-122.429686,37.8016559,-122.4305067,37.801551599999996
15221,3506,8786,-122.4313274,37.8014473,-122.4329728,37.8012381,-122.4321501,37.8013427
15222,8786,3506,-122.4329728,37.8012381,-122.4313274,37.8014473,-122.4321501,37.8013427
15223,3507,3508,-122.4346178,37.801029,-122.4362626,37.8008199,-122.4354402,37.80092445
15224,3508,3507,-122.4362626,37.8008199,-122.4346178,37.801029,-122.4354402,37.80092445
15225,8786,3507,-122.4329728,37.8012381,-122.4346178,37.801029,-122.4337953,37.80113355
15226,3507,8786,-122.4346178,37.801029,-122.4329728,37.8012381,-122.4337953,37.80113355
15227,3508,9568,-122.4362626,37.8008199,-122.436591,37.8024385,-122.4364268,37.8016292
15228,3508,6460,-122.4362626,37.8008199,-122.4360753,37.7998962,-122.43616895,37.80035805
15229,6460,3508,-122.4360753,37.7998962,-122.4362626,37.8008199,-122.43616895,37.80035805
15230,3508,9558,-122.4362626,37.8008199,-122.4364598,37.8007951,-122.4363612,37.800807500000005
15231,9558,3508,-122.4364598,37.8007951,-122.4362626,37.8008199,-122.4363612,37.800807500000005
15232,9559,3508,-122.4364962,37.8011682,-122.4362626,37.8008199,-122.43637939999999,37.80099405
15233,3509,5802,-122.4379081,37.8006108,-122.4377205,37.7996868,-122.4378143,37.8001488
15234,5802,3509,-122.4377205,37.7996868,-122.4379081,37.8006108,-122.4378143,37.8001488
15235,3509,3510,-122.4379081,37.8006108,-122.4395222,37.8004057,-122.43871515000001,37.80050825
15236,3510,3509,-122.4395222,37.8004057,-122.4379081,37.8006108,-122.43871515000001,37.80050825
15237,8762,3509,-122.4373172,37.8006859,-122.4379081,37.8006108,-122.43761265,37.80064835
15238,3509,8762,-122.4379081,37.8006108,-122.4373172,37.8006859,-122.43761265,37.80064835
15239,3510,3511,-122.4395222,37.8004057,-122.4403277,37.8003033,-122.43992495,37.8003545
15240,3511,3510,-122.4403277,37.8003033,-122.4395222,37.8004057,-122.43992495,37.8003545
15241,3510,8771,-122.4395222,37.8004057,-122.4396139,37.8010245,-122.43956804999999,37.8007151
15242,8771,3510,-122.4396139,37.8010245,-122.4395222,37.8004057,-122.43956804999999,37.8007151
15243,6181,3510,-122.4393632,37.7994776,-122.4395222,37.8004057,-122.4394427,37.79994165
15244,3510,6181,-122.4395222,37.8004057,-122.4393632,37.7994776,-122.4394427,37.79994165
15245,3511,6041,-122.4403277,37.8003033,-122.4405267,37.8012903,-122.4404272,37.8007968
15246,6041,3511,-122.4405267,37.8012903,-122.4403277,37.8003033,-122.4404272,37.8007968
15247,3511,3512,-122.4403277,37.8003033,-122.4411963,37.8001929,-122.440762,37.800248100000005
15248,3512,3511,-122.4411963,37.8001929,-122.4403277,37.8003033,-122.440762,37.800248100000005
15249,5141,3512,-122.4410093,37.799268,-122.4411963,37.8001929,-122.44110280000001,37.79973045
15250,3512,5141,-122.4411963,37.8001929,-122.4410093,37.799268,-122.44110280000001,37.79973045
15251,3512,3513,-122.4411963,37.8001929,-122.4428642,37.7999809,-122.44203025,37.8000869
15252,3513,3512,-122.4428642,37.7999809,-122.4411963,37.8001929,-122.44203025,37.8000869
15253,3513,7278,-122.4428642,37.7999809,-122.4426765,37.7990558,-122.44277035,37.79951835
15254,7278,3513,-122.4426765,37.7990558,-122.4428642,37.7999809,-122.44277035,37.79951835
15255,3514,5152,-122.4474918,37.7993926,-122.447335,37.7984679,-122.44741339999999,37.79893025
15256,5152,3514,-122.447335,37.7984679,-122.4474918,37.7993926,-122.44741339999999,37.79893025
15257,7275,3514,-122.4472387,37.8003832,-122.4474918,37.7993926,-122.44736524999999,37.7998879
