edge,s_node,e_node,s_lng,s_lat,e_lng,e_lat,c_lng,c_lat
4251,915,916,-122.4845407,37.7464075,-122.4844103,37.744541,-122.4844755,37.74547425
4252,916,915,-122.4844103,37.744541,-122.4845407,37.7464075,-122.4844755,37.74547425
4253,8958,915,-122.484671,37.7482734,-122.4845407,37.7464075,-122.48460585000001,37.747340449999996
4254,915,8958,-122.4845407,37.7464075,-122.484671,37.7482734,-122.48460585000001,37.747340449999996
4255,915,9494,-122.4845407,37.7464075,-122.4855694,37.7463642,-122.48505505,37.746385849999996
4256,9494,915,-122.4855694,37.7463642,-122.4845407,37.7464075,-122.48505505,37.746385849999996
4257,2890,915,-122.4834735,37.7464546,-122.4845407,37.7464075,-122.4840071,37.74643105
4258,915,2890,-122.4845407,37.7464075,-122.4834735,37.7464546,-122.4840071,37.74643105
4259,916,1136,-122.4844103,37.744541,-122.4854816,37.7444939,-122.48494595,37.744517450000004
4260,1136,916,-122.4854816,37.7444939,-122.4844103,37.744541,-122.48494595,37.744517450000004
4261,1135,916,-122.4833431,37.7445879,-122.4844103,37.744541,-122.4838767,37.74456445
4262,916,1135,-122.4844103,37.744541,-122.4833431,37.7445879,-122.4838767,37.74456445
4263,916,917,-122.4844103,37.744541,-122.4842802,37.7426778,-122.48434524999999,37.7436094
4264,917,916,-122.4842802,37.7426778,-122.4844103,37.744541,-122.48434524999999,37.7436094
4265,917,918,-122.4842802,37.7426778,-122.4841499,37.740812,-122.48421505,37.7417449
4266,918,917,-122.4841499,37.740812,-122.4842802,37.7426778,-122.48421505,37.7417449
4267,917,2397,-122.4842802,37.7426778,-122.4853511,37.7426307,-122.48481565,37.74265425
4268,2397,917,-122.4853511,37.7426307,-122.4842802,37.7426778,-122.48481565,37.74265425
4269,4027,917,-122.4832129,37.7427248,-122.4842802,37.7426778,-122.48374655,37.7427013
4270,917,4027,-122.4842802,37.7426778,-122.4832129,37.7427248,-122.48374655,37.7427013
4271,918,2398,-122.4841499,37.740812,-122.4852203,37.7407648,-122.48468510000001,37.7407884
4272,2398,918,-122.4852203,37.7407648,-122.4841499,37.740812,-122.48468510000001,37.7407884
4273,4028,918,-122.4830825,37.7408591,-122.4841499,37.740812,-122.4836162,37.74083555
4274,918,4028,-122.4841499,37.740812,-122.4830825,37.7408591,-122.4836162,37.74083555
4275,918,919,-122.4841499,37.740812,-122.4840199,37.7389507,-122.4840849,37.73988135
4276,919,918,-122.4840199,37.7389507,-122.4841499,37.740812,-122.4840849,37.73988135
4277,2399,919,-122.4850899,37.738904,-122.4840199,37.7389507,-122.4845549,37.73892735
4278,919,2399,-122.4840199,37.7389507,-122.4850899,37.738904,-122.4845549,37.73892735
4279,919,7973,-122.4840199,37.7389507,-122.4829524,37.7389973,-122.48348615,37.738974
4280,7973,919,-122.4829524,37.7389973,-122.4840199,37.7389507,-122.48348615,37.738974
4281,920,6931,-122.4858514,37.7651195,-122.4858451,37.7650301,-122.48584825,37.765074799999994
4282,6931,920,-122.4858451,37.7650301,-122.4858514,37.7651195,-122.48584825,37.765074799999994
4283,920,2172,-122.4858514,37.7651195,-122.4869238,37.7650721,-122.4863876,37.7650958
4284,2171,920,-122.4847796,37.7651669,-122.4858514,37.7651195,-122.4853155,37.7651432
4285,921,9416,-122.4857166,37.7631935,-122.48559,37.7613842,-122.4856533,37.762288850000004
4286,9416,921,-122.48559,37.7613842,-122.4857166,37.7631935,-122.4856533,37.762288850000004
4287,6931,921,-122.4858451,37.7650301,-122.4857166,37.7631935,-122.48578085,37.764111799999995
4288,921,6931,-122.4857166,37.7631935,-122.4858451,37.7650301,-122.48578085,37.764111799999995
4289,921,2390,-122.4857166,37.7631935,-122.486788,37.7631462,-122.4862523,37.76316985
4290,2390,921,-122.486788,37.7631462,-122.4857166,37.7631935,-122.4862523,37.76316985
4291,4029,921,-122.484644,37.7632409,-122.4857166,37.7631935,-122.4851803,37.7632172
4292,921,4029,-122.4857166,37.7631935,-122.484644,37.7632409,-122.4851803,37.7632172
4293,9411,922,-122.4854659,37.7613331,-122.4855861,37.7613278,-122.485526,37.76133045
4294,922,9411,-122.4855861,37.7613278,-122.4854659,37.7613331,-122.485526,37.76133045
4295,9416,922,-122.48559,37.7613842,-122.4855861,37.7613278,-122.48558805,37.761356
4296,922,9416,-122.4855861,37.7613278,-122.48559,37.7613842,-122.48558805,37.761356
4297,922,2391,-122.4855861,37.7613278,-122.486658,37.7612805,-122.48612205,37.76130415
4298,2391,922,-122.486658,37.7612805,-122.4855861,37.7613278,-122.48612205,37.76130415
4299,922,923,-122.4855861,37.7613278,-122.4854555,37.7594623,-122.4855208,37.76039505
4300,923,922,-122.4854555,37.7594623,-122.4855861,37.7613278,-122.4855208,37.76039505
4301,923,924,-122.4854555,37.7594623,-122.4853251,37.757598,-122.4853903,37.75853015
4302,924,923,-122.4853251,37.757598,-122.4854555,37.7594623,-122.4853903,37.75853015
4303,923,2392,-122.4854555,37.7594623,-122.486527,37.759415,-122.48599125,37.75943865
4304,2392,923,-122.486527,37.759415,-122.4854555,37.7594623,-122.48599125,37.75943865
4305,4030,923,-122.4843834,37.7595096,-122.4854555,37.7594623,-122.48491945,37.75948595
4306,923,4030,-122.4854555,37.7594623,-122.4843834,37.7595096,-122.48491945,37.75948595
4307,924,1038,-122.4853251,37.757598,-122.486396,37.7575506,-122.48586055,37.7575743
4308,1038,924,-122.486396,37.7575506,-122.4853251,37.757598,-122.48586055,37.7575743
4309,1037,924,-122.484252,37.7576454,-122.4853251,37.757598,-122.48478854999999,37.7576217
4310,924,1037,-122.4853251,37.757598,-122.484252,37.7576454,-122.48478854999999,37.7576217
4311,924,925,-122.4853251,37.757598,-122.4851945,37.7557324,-122.4852598,37.7566652
4312,925,924,-122.4851945,37.7557324,-122.4853251,37.757598,-122.4852598,37.7566652
4313,925,2393,-122.4851945,37.7557324,-122.4862659,37.7556852,-122.4857302,37.7557088
4314,2393,925,-122.4862659,37.7556852,-122.4851945,37.7557324,-122.4857302,37.7557088
4315,4031,925,-122.4841222,37.7557797,-122.4851945,37.7557324,-122.48465835,37.75575605
4316,925,4031,-122.4851945,37.7557324,-122.4841222,37.7557797,-122.48465835,37.75575605
4317,926,2394,-122.4849334,37.7520003,-122.4860043,37.7519531,-122.48546885,37.7519767
4318,2394,926,-122.4860043,37.7519531,-122.4849334,37.7520003,-122.48546885,37.7519767
4319,8957,926,-122.4838608,37.7520476,-122.4849334,37.7520003,-122.4843971,37.752023949999995
4320,926,8957,-122.4849334,37.7520003,-122.4838608,37.7520476,-122.4843971,37.752023949999995
4321,927,6133,-122.4393002,37.7681824,-122.4394339,37.7666178,-122.43936705,37.7674001
4322,6133,927,-122.4394339,37.7666178,-122.4393002,37.7681824,-122.43936705,37.7674001
4323,927,8578,-122.4393002,37.7681824,-122.4426642,37.7659529,-122.44098220000001,37.76706765
4324,8578,927,-122.4426642,37.7659529,-122.4393002,37.7681824,-122.44098220000001,37.76706765
4325,8064,927,-122.438517,37.768823,-122.4393002,37.7681824,-122.4389086,37.7685027
4326,927,8064,-122.4393002,37.7681824,-122.438517,37.768823,-122.4389086,37.7685027
4327,928,929,-122.4404404,37.717253,-122.439659,37.7169604,-122.4400497,37.7171067
4328,929,928,-122.439659,37.7169604,-122.4404404,37.717253,-122.4400497,37.7171067
4329,928,7122,-122.4404404,37.717253,-122.4410281,37.7164919,-122.44073424999999,37.71687245
4330,7122,928,-122.4410281,37.7164919,-122.4404404,37.717253,-122.44073424999999,37.71687245
4331,6414,928,-122.440121,37.7176781,-122.4404404,37.717253,-122.4402807,37.71746555
4332,928,6414,-122.4404404,37.717253,-122.440121,37.7176781,-122.4402807,37.71746555
4333,929,930,-122.439659,37.7169604,-122.4387764,37.7166364,-122.4392177,37.7167984
4334,930,929,-122.4387764,37.7166364,-122.439659,37.7169604,-122.4392177,37.7167984
4335,929,7123,-122.439659,37.7169604,-122.4402532,37.7160702,-122.4399561,37.7165153
4336,7123,929,-122.4402532,37.7160702,-122.439659,37.7169604,-122.4399561,37.7165153
4337,4769,929,-122.4387853,37.7181163,-122.439659,37.7169604,-122.43922215,37.71753835
4338,930,931,-122.4387764,37.7166364,-122.4379244,37.7163237,-122.43835039999999,37.71648005
4339,931,930,-122.4379244,37.7163237,-122.4387764,37.7166364,-122.43835039999999,37.71648005
4340,930,7124,-122.4387764,37.7166364,-122.4394403,37.7157062,-122.43910835,37.7161713
4341,7124,930,-122.4394403,37.7157062,-122.4387764,37.7166364,-122.43910835,37.7161713
4342,5753,930,-122.4379543,37.7177266,-122.4387764,37.7166364,-122.43836535,37.717181499999995
4343,930,5753,-122.4387764,37.7166364,-122.4379543,37.7177266,-122.43836535,37.717181499999995
4344,931,932,-122.4379244,37.7163237,-122.4370711,37.7160105,-122.43749775,37.7161671
4345,932,931,-122.4370711,37.7160105,-122.4379244,37.7163237,-122.43749775,37.7161671
4346,5754,931,-122.4371544,37.7173393,-122.4379244,37.7163237,-122.43753939999999,37.7168315
4347,931,5754,-122.4379244,37.7163237,-122.4371544,37.7173393,-122.43753939999999,37.7168315
4348,931,7125,-122.4379244,37.7163237,-122.4386327,37.7153446,-122.43827855,37.71583415
4349,7125,931,-122.4386327,37.7153446,-122.4379244,37.7163237,-122.43827855,37.71583415
4350,932,933,-122.4370711,37.7160105,-122.4362182,37.7156974,-122.43664465,37.71585395
4351,933,932,-122.4362182,37.7156974,-122.4370711,37.7160105,-122.43664465,37.71585395
4352,4732,932,-122.4363473,37.7169563,-122.4370711,37.7160105,-122.4367092,37.7164834
4353,932,4732,-122.4370711,37.7160105,-122.4363473,37.7169563,-122.4367092,37.7164834
4354,932,7126,-122.4370711,37.7160105,-122.4378095,37.714976,-122.43744029999999,37.71549325
4355,7126,932,-122.4378095,37.714976,-122.4370711,37.7160105,-122.43744029999999,37.71549325
4356,5755,933,-122.4355516,37.7165755,-122.4362182,37.7156974,-122.43588489999999,37.71613645
4357,933,5755,-122.4362182,37.7156974,-122.4355516,37.7165755,-122.43588489999999,37.71613645
4358,933,934,-122.4362182,37.7156974,-122.4353654,37.7153844,-122.4357918,37.7155409
4359,934,933,-122.4353654,37.7153844,-122.4362182,37.7156974,-122.4357918,37.7155409
4360,933,7127,-122.4362182,37.7156974,-122.4369913,37.7146213,-122.43660475,37.71515935
4361,7127,933,-122.4369913,37.7146213,-122.4362182,37.7156974,-122.43660475,37.71515935
4362,934,935,-122.4353654,37.7153844,-122.4345122,37.7150712,-122.4349388,37.715227799999994
4363,935,934,-122.4345122,37.7150712,-122.4353654,37.7153844,-122.4349388,37.715227799999994
4364,934,7128,-122.4353654,37.7153844,-122.4361758,37.7142622,-122.4357706,37.7148233
4365,7128,934,-122.4361758,37.7142622,-122.4353654,37.7153844,-122.4357706,37.7148233
4366,5726,934,-122.4347582,37.7161951,-122.4353654,37.7153844,-122.4350618,37.71578975
4367,934,5726,-122.4353654,37.7153844,-122.4347582,37.7161951,-122.4350618,37.71578975
4368,935,936,-122.4345122,37.7150712,-122.4336611,37.7147587,-122.43408665,37.714914949999994
4369,936,935,-122.4336611,37.7147587,-122.4345122,37.7150712,-122.43408665,37.714914949999994
4370,935,7129,-122.4345122,37.7150712,-122.4353606,37.7138848,-122.4349364,37.714478
4371,7129,935,-122.4353606,37.7138848,-122.4345122,37.7150712,-122.4349364,37.714478
4372,5756,935,-122.4339537,37.7158096,-122.4345122,37.7150712,-122.43423295,37.7154404
4373,935,5756,-122.4345122,37.7150712,-122.4339537,37.7158096,-122.43423295,37.7154404
4374,4317,936,-122.4331401,37.7154294,-122.4336611,37.7147587,-122.4334006,37.71509405
4375,936,4317,-122.4336611,37.7147587,-122.4331401,37.7154294,-122.4334006,37.71509405
4376,936,937,-122.4336611,37.7147587,-122.4328199,37.71445,-122.4332405,37.71460435
4377,937,936,-122.4328199,37.71445,-122.4336611,37.7147587,-122.4332405,37.71460435
4378,936,7130,-122.4336611,37.7147587,-122.4345493,37.7135162,-122.4341052,37.714137449999996
4379,7130,936,-122.4345493,37.7135162,-122.4336611,37.7147587,-122.4341052,37.714137449999996
4380,937,7131,-122.4328199,37.71445,-122.4337085,37.7131859,-122.4332642,37.71381795
4381,7131,937,-122.4337085,37.7131859,-122.4328199,37.71445,-122.4332642,37.71381795
4382,5757,937,-122.4323379,37.7150483,-122.4328199,37.71445,-122.4325789,37.71474915
4383,937,5757,-122.4328199,37.71445,-122.4323379,37.7150483,-122.4325789,37.71474915
4384,938,7863,-122.4483833,37.804996,-122.4481,37.8049242,-122.44824165,37.8049601
4385,8621,938,-122.4542262,37.8042167,-122.4483833,37.804996,-122.45130474999999,37.80460635
4386,938,8621,-122.4483833,37.804996,-122.4542262,37.8042167,-122.45130474999999,37.80460635
4387,8616,938,-122.447648,37.8051204,-122.4483833,37.804996,-122.44801565,37.805058200000005
4388,939,940,-122.4088393,37.7784094,-122.4073136,37.7771792,-122.40807645,37.7777943
4389,939,2083,-122.4088393,37.7784094,-122.409388,37.7779762,-122.40911365,37.7781928
4390,2432,939,-122.4082752,37.7788519,-122.4088393,37.7784094,-122.40855725,37.77863065
4391,940,3568,-122.4073136,37.7771792,-122.4070353,37.777399,-122.40717445,37.777289100000004
4392,9739,940,-122.4077965,37.7767976,-122.4073136,37.7771792,-122.40755505,37.7769884
4393,941,942,-122.38769,37.761826,-122.3886243,37.7617732,-122.38815715000001,37.7617996
4394,942,941,-122.3886243,37.7617732,-122.38769,37.761826,-122.38815715000001,37.7617996
4395,4231,941,-122.3878158,37.7631182,-122.38769,37.761826,-122.38775290000001,37.7624721
4396,941,4231,-122.38769,37.761826,-122.3878158,37.7631182,-122.38775290000001,37.7624721
4397,941,4833,-122.38769,37.761826,-122.387583,37.7605614,-122.38763650000001,37.7611937
4398,4833,941,-122.387583,37.7605614,-122.38769,37.761826,-122.38763650000001,37.7611937
4399,942,8129,-122.3886243,37.7617732,-122.3886764,37.7630773,-122.38865035,37.76242525
4400,942,7033,-122.3886243,37.7617732,-122.3887785,37.7617629,-122.3887014,37.76176805
4401,7033,942,-122.3887785,37.7617629,-122.3886243,37.7617732,-122.3887014,37.76176805
4402,1735,942,-122.3884713,37.760499,-122.3886243,37.7617732,-122.3885478,37.7611361
4403,7033,943,-122.3887785,37.7617629,-122.389608,37.761711,-122.38919325,37.76173695
4404,943,7033,-122.389608,37.761711,-122.3887785,37.7617629,-122.38919325,37.76173695
4405,3153,943,-122.389733,37.762986,-122.389608,37.761711,-122.3896705,37.7623485
4406,943,3153,-122.389608,37.761711,-122.389733,37.762986,-122.3896705,37.7623485
4407,943,3154,-122.389608,37.761711,-122.3895065,37.7604386,-122.38955725,37.7610748
4408,3154,943,-122.3895065,37.7604386,-122.389608,37.761711,-122.38955725,37.7610748
4409,943,944,-122.389608,37.761711,-122.390573,37.7616525,-122.3900905,37.761681749999994
4410,944,943,-122.390573,37.7616525,-122.389608,37.761711,-122.3900905,37.761681749999994
4411,944,945,-122.390573,37.7616525,-122.391538,37.761594,-122.3910555,37.76162325
4412,945,944,-122.391538,37.761594,-122.390573,37.7616525,-122.3910555,37.76162325
4413,4232,944,-122.390698,37.762926,-122.390573,37.7616525,-122.3906355,37.762289249999995
4414,944,4232,-122.390573,37.7616525,-122.390698,37.762926,-122.3906355,37.762289249999995
4415,944,4686,-122.390573,37.7616525,-122.3904766,37.7604214,-122.39052480000001,37.76103695
4416,4686,944,-122.3904766,37.7604214,-122.390573,37.7616525,-122.39052480000001,37.76103695
4417,945,4922,-122.391538,37.761594,-122.3914187,37.7603758,-122.39147835,37.7609849
4418,4922,945,-122.3914187,37.7603758,-122.391538,37.761594,-122.39147835,37.7609849
4419,946,4169,-122.3934993,37.7614777,-122.3933894,37.7602132,-122.39344435000001,37.760845450000005
4420,4169,946,-122.3933894,37.7602132,-122.3934993,37.7614777,-122.39344435000001,37.760845450000005
4421,4168,946,-122.3936217,37.7627555,-122.3934993,37.7614777,-122.3935605,37.7621166
4422,946,4168,-122.3934993,37.7614777,-122.3936217,37.7627555,-122.3935605,37.7621166
4423,946,947,-122.3934993,37.7614777,-122.3944742,37.7614188,-122.39398675000001,37.76144825
4424,947,946,-122.3944742,37.7614188,-122.3934993,37.7614777,-122.39398675000001,37.76144825
4425,947,6300,-122.3944742,37.7614188,-122.394371,37.7601442,-122.39442260000001,37.7607815
4426,6300,947,-122.394371,37.7601442,-122.3944742,37.7614188,-122.39442260000001,37.7607815
4427,4233,947,-122.3946251,37.7627043,-122.3944742,37.7614188,-122.39454965,37.76206155
4428,947,4233,-122.3944742,37.7614188,-122.3946251,37.7627043,-122.39454965,37.76206155
4429,947,948,-122.3944742,37.7614188,-122.3954492,37.7613598,-122.39496170000001,37.761389300000005
4430,948,947,-122.3954492,37.7613598,-122.3944742,37.7614188,-122.39496170000001,37.761389300000005
4431,948,4876,-122.3954492,37.7613598,-122.3953267,37.760083,-122.39538795,37.7607214
4432,4876,948,-122.3953267,37.760083,-122.3954492,37.7613598,-122.39538795,37.7607214
4433,4234,948,-122.3955718,37.7626374,-122.3954492,37.7613598,-122.3955105,37.7619986
4434,948,4234,-122.3954492,37.7613598,-122.3955718,37.7626374,-122.3955105,37.7619986
4435,948,949,-122.3954492,37.7613598,-122.3964172,37.7613012,-122.3959332,37.7613305
4436,949,948,-122.3964172,37.7613012,-122.3954492,37.7613598,-122.3959332,37.7613305
4437,2258,949,-122.3965374,37.7625798,-122.3964172,37.7613012,-122.3964773,37.761940499999994
4438,949,2258,-122.3964172,37.7613012,-122.3965374,37.7625798,-122.3964773,37.761940499999994
4439,949,950,-122.3964172,37.7613012,-122.3973721,37.7612435,-122.39689465000001,37.76127235
4440,950,949,-122.3973721,37.7612435,-122.3964172,37.7613012,-122.39689465000001,37.76127235
4441,949,2259,-122.3964172,37.7613012,-122.3962762,37.7600273,-122.39634670000001,37.76066425
4442,2259,949,-122.3962762,37.7600273,-122.3964172,37.7613012,-122.39634670000001,37.76066425
4443,950,951,-122.3973721,37.7612435,-122.3983381,37.7611851,-122.3978551,37.7612143
4444,951,950,-122.3983381,37.7611851,-122.3973721,37.7612435,-122.3978551,37.7612143
4445,950,6173,-122.3973721,37.7612435,-122.3972491,37.7599683,-122.3973106,37.7606059
4446,6173,950,-122.3972491,37.7599683,-122.3973721,37.7612435,-122.3973106,37.7606059
4447,4235,950,-122.397495,37.762521,-122.3973721,37.7612435,-122.39743355,37.76188225
4448,950,4235,-122.3973721,37.7612435,-122.397495,37.762521,-122.39743355,37.76188225
4449,2073,951,-122.398461,37.762463,-122.3983381,37.7611851,-122.39839955,37.76182405
4450,951,2073,-122.3983381,37.7611851,-122.398461,37.762463,-122.39839955,37.76182405
4451,951,952,-122.3983381,37.7611851,-122.3993031,37.7611267,-122.3988206,37.7611559
4452,952,951,-122.3993031,37.7611267,-122.3983381,37.7611851,-122.3988206,37.7611559
4453,951,2074,-122.3983381,37.7611851,-122.3982161,37.7599106,-122.3982771,37.760547849999995
4454,2074,951,-122.3982161,37.7599106,-122.3983381,37.7611851,-122.3982771,37.760547849999995
4455,952,3657,-122.3993031,37.7611267,-122.3991912,37.7598538,-122.39924715000001,37.760490250000004
4456,3657,952,-122.3991912,37.7598538,-122.3993031,37.7611267,-122.39924715000001,37.760490250000004
4457,952,953,-122.3993031,37.7611267,-122.4002671,37.7610684,-122.3997851,37.76109755
4458,953,952,-122.4002671,37.7610684,-122.3993031,37.7611267,-122.3997851,37.76109755
4459,953,3186,-122.4002671,37.7610684,-122.400179,37.760168,-122.40022305,37.760618199999996
4460,3186,953,-122.400179,37.760168,-122.4002671,37.7610684,-122.40022305,37.760618199999996
4461,953,954,-122.4002671,37.7610684,-122.4012113,37.7609981,-122.4007392,37.76103325
4462,954,953,-122.4012113,37.7609981,-122.4002671,37.7610684,-122.4007392,37.76103325
4463,954,3848,-122.4012113,37.7609981,-122.40113,37.7597235,-122.40117065,37.7603608
4464,3848,954,-122.40113,37.7597235,-122.4012113,37.7609981,-122.40117065,37.7603608
4465,3847,954,-122.4013322,37.7622763,-122.4012113,37.7609981,-122.40127175,37.7616372
4466,954,3847,-122.4012113,37.7609981,-122.4013322,37.7622763,-122.40127175,37.7616372
4467,955,956,-122.4022143,37.7609503,-122.4031826,37.7608987,-122.40269845,37.7609245
4468,956,955,-122.4031826,37.7608987,-122.4022143,37.7609503,-122.40269845,37.7609245
4469,955,1097,-122.4022143,37.7609503,-122.4020923,37.7596792,-122.40215330000001,37.76031475
4470,1097,955,-122.4020923,37.7596792,-122.4022143,37.7609503,-122.40215330000001,37.76031475
4471,1096,955,-122.402337,37.7622284,-122.4022143,37.7609503,-122.40227565,37.761589349999994
4472,955,1096,-122.4022143,37.7609503,-122.402337,37.7622284,-122.40227565,37.761589349999994
4473,956,957,-122.4031826,37.7608987,-122.4041442,37.7608389,-122.4036634,37.7608688
4474,957,956,-122.4041442,37.7608389,-122.4031826,37.7608987,-122.4036634,37.7608688
4475,956,4542,-122.4031826,37.7608987,-122.40306,37.7596214,-122.4031213,37.76026005
4476,4542,956,-122.40306,37.7596214,-122.4031826,37.7608987,-122.4031213,37.76026005
4477,4236,956,-122.403292,37.762171,-122.4031826,37.7608987,-122.4032373,37.761534850000004
4478,956,4236,-122.4031826,37.7608987,-122.403292,37.762171,-122.4032373,37.761534850000004
4479,957,5350,-122.4041442,37.7608389,-122.4040206,37.7595642,-122.4040824,37.760201550000005
4480,5350,957,-122.4040206,37.7595642,-122.4041442,37.7608389,-122.4040824,37.760201550000005
4481,4237,957,-122.4042642,37.7621127,-122.4041442,37.7608389,-122.40420420000001,37.7614758
4482,957,4237,-122.4041442,37.7608389,-122.4042642,37.7621127,-122.40420420000001,37.7614758
4483,957,958,-122.4041442,37.7608389,-122.4051159,37.7607997,-122.40463005000001,37.7608193
4484,958,957,-122.4051159,37.7607997,-122.4041442,37.7608389,-122.40463005000001,37.7608193
4485,958,959,-122.4051159,37.7607997,-122.4058965,37.760753,-122.40550619999999,37.76077635
4486,959,958,-122.4058965,37.760753,-122.4051159,37.7607997,-122.40550619999999,37.76077635
4487,5350,958,-122.4040206,37.7595642,-122.4051159,37.7607997,-122.40456825,37.76018195
4488,958,5350,-122.4051159,37.7607997,-122.4040206,37.7595642,-122.40456825,37.76018195
4489,2851,958,-122.4052372,37.7620664,-122.4051159,37.7607997,-122.40517655,37.76143305
4490,958,2851,-122.4051159,37.7607997,-122.4052372,37.7620664,-122.40517655,37.76143305
4491,7257,960,-122.407024,37.7606694,-122.407142,37.7606613,-122.407083,37.76066535
4492,960,7257,-122.407142,37.7606613,-122.407024,37.7606694,-122.407083,37.76066535
4493,960,2726,-122.407142,37.7606613,-122.407018,37.7593689,-122.40708,37.760015100000004
4494,960,961,-122.407142,37.7606613,-122.4080819,37.7606084,-122.40761194999999,37.76063485
4495,961,960,-122.4080819,37.7606084,-122.407142,37.7606613,-122.40761194999999,37.76063485
4496,2725,960,-122.407264,37.7619362,-122.407142,37.7606613,-122.407203,37.76129875
4497,961,962,-122.4080819,37.7606084,-122.4090473,37.7605471,-122.4085646,37.760577749999996
4498,962,961,-122.4090473,37.7605471,-122.4080819,37.7606084,-122.4085646,37.760577749999996
4499,961,6254,-122.4080819,37.7606084,-122.4079405,37.7593101,-122.4080112,37.75995925
4500,6254,961,-122.4079405,37.7593101,-122.4080819,37.7606084,-122.4080112,37.75995925
4501,4238,961,-122.4082015,37.7618847,-122.4080819,37.7606084,-122.4081417,37.76124655
4502,961,4238,-122.4080819,37.7606084,-122.4082015,37.7618847,-122.4081417,37.76124655
4503,962,4808,-122.4090473,37.7605471,-122.4088821,37.759259,-122.4089647,37.75990305
4504,4808,962,-122.4088821,37.759259,-122.4090473,37.7605471,-122.4089647,37.75990305
4505,4239,962,-122.4091697,37.7618251,-122.4090473,37.7605471,-122.4091085,37.7611861
4506,962,4239,-122.4090473,37.7605471,-122.4091697,37.7618251,-122.4091085,37.7611861
4507,963,8181,-122.4109745,37.7604315,-122.4117211,37.760385,-122.41134779999999,37.76040825
4508,8181,963,-122.4117211,37.760385,-122.4109745,37.7604315,-122.41134779999999,37.76040825
4509,963,4596,-122.4109745,37.7604315,-122.4107799,37.7591436,-122.41087719999999,37.75978755
4510,4596,963,-122.4107799,37.7591436,-122.4109745,37.7604315,-122.41087719999999,37.75978755
4511,4240,963,-122.4111059,37.7617069,-122.4109745,37.7604315,-122.4110402,37.7610692
4512,963,4240,-122.4109745,37.7604315,-122.4111059,37.7617069,-122.4110402,37.7610692
4513,965,964,-122.4126835,37.7606365,-122.4126537,37.7603275,-122.4126686,37.760481999999996
4514,964,965,-122.4126537,37.7603275,-122.4126835,37.7606365,-122.4126686,37.760481999999996
4515,964,3016,-122.4126537,37.7603275,-122.4126291,37.760073,-122.41264140000001,37.76020025
4516,3016,964,-122.4126291,37.760073,-122.4126537,37.7603275,-122.41264140000001,37.76020025
4517,8202,964,-122.4119339,37.7603719,-122.4126537,37.7603275,-122.4122938,37.760349700000006
4518,964,8202,-122.4126537,37.7603275,-122.4119339,37.7603719,-122.4122938,37.760349700000006
4519,3614,965,-122.4127779,37.7616123,-122.4126835,37.7606365,-122.4127307,37.7611244
4520,965,3614,-122.4126835,37.7606365,-122.4127779,37.7616123,-122.4127307,37.7611244
4521,965,966,-122.4126835,37.7606365,-122.413773,37.7605704,-122.41322825,37.76060345
4522,966,965,-122.413773,37.7605704,-122.4126835,37.7606365,-122.41322825,37.76060345
4523,966,1293,-122.413773,37.7605704,-122.4137197,37.7600068,-122.41374635,37.760288599999996
4524,1293,966,-122.4137197,37.7600068,-122.413773,37.7605704,-122.41374635,37.760288599999996
4525,966,967,-122.413773,37.7605704,-122.414863,37.7605046,-122.41431800000001,37.7605375
4526,967,966,-122.414863,37.7605046,-122.413773,37.7605704,-122.41431800000001,37.7605375
4527,967,3582,-122.414863,37.7605046,-122.415024,37.7621085,-122.41494349999999,37.76130655
4528,3582,967,-122.415024,37.7621085,-122.414863,37.7605046,-122.41494349999999,37.76130655
4529,3583,967,-122.414719,37.7589063,-122.414863,37.7605046,-122.41479100000001,37.75970545
4530,967,3583,-122.414863,37.7605046,-122.414719,37.7589063,-122.41479100000001,37.75970545
4531,967,968,-122.414863,37.7605046,-122.4159557,37.7604405,-122.41540935,37.76047255
4532,968,967,-122.4159557,37.7604405,-122.414863,37.7605046,-122.41540935,37.76047255
4533,968,6350,-122.4159557,37.7604405,-122.4158016,37.7588398,-122.41587865,37.759640149999996
4534,6350,968,-122.4158016,37.7588398,-122.4159557,37.7604405,-122.41587865,37.759640149999996
4535,4216,968,-122.4160992,37.7620369,-122.4159557,37.7604405,-122.41602745,37.7612387
4536,968,4216,-122.4159557,37.7604405,-122.4160992,37.7620369,-122.41602745,37.7612387
4537,968,969,-122.4159557,37.7604405,-122.4170442,37.7603733,-122.41649995,37.7604069
4538,969,968,-122.4170442,37.7603733,-122.4159557,37.7604405,-122.41649995,37.7604069
4539,969,970,-122.4170442,37.7603733,-122.418138,37.7603055,-122.41759110000001,37.7603394
4540,970,969,-122.418138,37.7603055,-122.4170442,37.7603733,-122.41759110000001,37.7603394
4541,969,8476,-122.4170442,37.7603733,-122.4168919,37.7587763,-122.41696805000001,37.759574799999996
4542,8476,969,-122.4168919,37.7587763,-122.4170442,37.7603733,-122.41696805000001,37.759574799999996
4543,4217,969,-122.4171965,37.7619709,-122.4170442,37.7603733,-122.41712035,37.761172099999996
4544,969,4217,-122.4170442,37.7603733,-122.4171965,37.7619709,-122.41712035,37.761172099999996
4545,970,971,-122.418138,37.7603055,-122.419228,37.7602424,-122.418683,37.76027395
4546,971,970,-122.419228,37.7602424,-122.418138,37.7603055,-122.418683,37.76027395
4547,970,9813,-122.418138,37.7603055,-122.418,37.7588135,-122.418069,37.7595595
