section_id,s_node,e_node,length
1131,306,337,21.961
1132,337,306,21.961
1133,1507,307,42.111
1134,307,1507,42.111
1135,308,1101,101.786
1136,1347,308,290.51899999999995
1137,26939,308,153.905
1138,309,1348,648.3
1139,1101,309,339.484
1140,1889,309,628.904
1141,310,29600,171.612
1142,321,310,635.3840000000004
1143,41510,310,126.158
1144,5705,311,639.346
1145,312,313,117.339
1146,312,41390,124.946
1147,315,313,111.699
1148,314,315,396.678
1149,314,5635,601.8179999999996
1150,327,314,84.114
1151,30583,315,24.737
1152,315,30583,24.737
1153,316,317,87.998
1154,318,316,81.77199999999999
1155,316,318,81.77199999999999
1156,12291,316,51.709
1157,317,31121,17.724
1158,31123,317,13.953
1159,319,1719,98.418
1160,320,5623,300.369
1161,320,3232,57.22800000000001
1162,2280,320,30.528
1163,321,5633,13.575
1164,322,321,81.515
1165,1726,322,31.218
1166,26537,322,99.494
1167,323,1725,124.862
1168,1725,323,124.862
1169,323,3233,47.545
1170,41382,323,176.07000000000005
1171,324,21445,105.464
1172,325,324,62.043
1173,28486,324,27.097
1174,325,43024,39.336
1175,28404,325,302.501
1176,326,3153,269.17600000000004
1177,3153,326,269.17600000000004
1178,326,28404,54.372
1179,28487,326,396.99099999999993
1180,327,30152,58.572
1181,30152,327,58.572
1182,30583,327,471.668
1183,330,328,38.766
1184,1559,328,97.833
1185,3372,329,27.569
1186,329,3372,27.569
1187,329,330,202.752
1188,330,329,202.752
1189,1560,329,17.912
1190,331,332,68.252
1191,4203,331,53.662
1192,25783,331,113.695
1193,332,5679,105.401
1194,332,5682,53.948
1195,333,5681,55.247
1196,333,33736,422.304
1197,13252,333,460.305
1198,334,3281,17.442999999999998
1199,3281,334,17.442999999999998
1200,334,42167,94.867
1201,1545,334,99.44
