node,lng,lat
634,12.4811089,41.8012225
635,12.4539861,41.8102796
636,12.4527437,41.8135878
637,12.4466933,41.8182733
638,12.444166,41.8203532
639,12.4441009,41.8205807
640,12.4530827,41.8099369
641,12.4529614,41.8103802
642,12.4501763,41.8122006
643,12.4530291,41.8129532
644,12.4524828,41.8130926
645,12.4520042,41.8129101
646,12.4462588,41.8145188
647,12.4462434,41.8148824
648,12.4491301,41.8149254
649,12.4481693,41.814363
650,12.4484476,41.8141256
651,12.4458354,41.8130439
652,12.5900239,41.7947186
653,12.5716654,41.813667
654,12.5708744,41.8145538
655,12.5718936,41.8150898
656,12.5727838,41.8145902
657,12.5752323,41.8149542
658,12.4689424,41.8295108
659,12.4754432,41.9048992
660,12.7456856,41.9180204
661,12.7481704,41.9276229
662,12.7340204,41.9271375
663,12.738908,41.9317258
664,12.5890314,41.8346655
665,12.5898146,41.8354595
666,12.5905682,41.8359643
667,12.5915784,41.8397403
668,12.5907505,41.8398868
669,12.5886025,41.8403376
670,12.5872076,41.8408193
671,12.586712,41.8411894
672,12.5837937,41.8434753
673,12.5806568,41.8451564
674,12.5720573,41.8510134
675,12.5699861,41.8524203
676,12.346773,41.7710888
677,12.3537285,41.7736637
678,12.3519998,41.7764087
679,12.3521605,41.7766491
680,12.354987,41.7777559
681,12.3554476,41.7776144
682,12.3556251,41.7779323
683,12.3662004,41.7816239
684,12.3753898,41.7890225
685,12.4149205,41.798197
686,12.3762913,41.7880041
687,12.3652527,41.7831675
688,12.3651354,41.7828447
689,12.3629168,41.782075
690,12.3622956,41.7803159
691,12.4221778,41.8091248
692,12.423752,41.8102705
693,12.422909,41.810839
694,12.4215833,41.80979
695,12.5898526,41.8362186
696,12.5899031,41.8368401
697,12.4585136,41.8728898
698,12.4578604,41.8731127
699,12.4575973,41.8733463
700,12.4553818,41.8746502
701,12.4548321,41.8751225
702,12.4536426,41.8766488
703,12.4526683,41.8776125
704,12.4500933,41.8803384
705,12.4733736,41.9099814
706,12.4657097,41.8777376
707,12.458102,41.911337
708,12.4587316,41.9224146
709,12.5362052,41.9040491
710,12.5360128,41.903028
711,12.5376724,41.89911
712,12.540566,41.8969871
713,12.5313021,41.8964792
714,12.7271978,41.9111788
715,12.7305797,41.9129609
716,12.7531268,41.9216119
717,12.7611472,41.9232347
718,12.739687,41.9177864
719,12.5760054,41.8946337
720,12.5629856,41.8950339
721,12.5378298,41.8924883
722,12.5549397,41.8941683
723,12.574099,41.8948959
724,12.5923845,41.8940375
725,12.6044713,41.893524
726,12.6056631,41.8937732
727,12.6242588,41.8928166
728,12.6308675,41.8926662
729,12.6323597,41.8926461
730,12.6329784,41.8926634
731,12.6332667,41.8926501
732,12.6338764,41.8925978
733,12.6344465,41.8925324
734,12.6433281,41.8923571
735,12.6476927,41.8920976
736,12.6578972,41.8915622
737,12.686214,41.8902518
738,12.6912305,41.8894456
739,12.6932838,41.8896814
740,12.5622102,41.8948367
741,12.5632145,41.8944799
742,12.5665355,41.8946957
743,12.5734655,41.8947377
744,12.5745467,41.8945747
745,12.6145054,41.8934929
746,12.6148927,41.8939518
747,12.6154706,41.8950609
748,12.6161878,41.8932546
749,12.5161535,41.8909716
750,12.5153644,41.890991
751,12.5228385,41.8889832
752,12.5219965,41.8881112
753,12.5711532,41.8573481
754,12.5694782,41.8731759
755,12.5700129,41.8739791
756,12.5721404,41.8770821
757,12.5726637,41.8778657
758,12.5732242,41.879928
759,12.5738575,41.8881158
760,12.5745432,41.8916965
761,12.5748614,41.8940291
762,12.5744712,41.8940482
763,12.5749352,41.8945231
764,12.5745977,41.8950545
765,12.5745823,41.8948756
766,12.5742672,41.8924668
767,12.5724117,41.8783625
768,12.5722059,41.8777012
769,12.5696173,41.8740966
770,12.5692063,41.8735064
771,12.5704758,41.8535821
772,12.5696754,41.8526324
773,12.5695599,41.8525141
774,12.5708531,41.8534809
775,12.5709614,41.8582328
776,12.5706942,41.8591847
777,12.5701025,41.8607533
778,12.569199,41.8626162
779,12.5679284,41.8659297
780,12.5675004,41.8658936
781,12.5705049,41.8753564
782,12.5708679,41.8752318
783,12.5710089,41.8754391
784,12.5706631,41.8755777
785,12.5716803,41.8770315
786,12.5720004,41.8768721
787,12.5718028,41.8772163
788,12.5728299,41.8799459
789,12.5732522,41.8801232
790,12.5728511,41.880153
791,12.5734012,41.8818281
792,12.5730139,41.8818668
793,12.5732755,41.8864065
794,12.5736687,41.886308
795,12.5736916,41.8865662
796,12.5732937,41.88662
797,12.5746385,41.8924466
798,12.5745995,41.8921743
799,12.5742376,41.8922074
800,12.5620022,41.8246029
801,12.5703001,41.8347859
802,12.57543,41.8485056
803,12.5752567,41.8480741
804,12.5749499,41.8477016
805,12.5755547,41.8484226
806,12.5756891,41.8485407
807,12.5738025,41.8362887
808,12.5726686,41.8358047
809,12.5717207,41.8354039
810,12.4485261,41.9086265
811,12.4482411,41.9088023
812,12.4483897,41.9089886
813,12.4488382,41.9093944
814,12.4489994,41.9093094
815,12.4512352,41.9137706
816,12.4497196,41.9120774
817,12.4511672,41.9138423
818,12.4502037,41.9128723
819,12.4524459,41.9241321
820,12.4480062,41.92335
821,12.4484821,41.9215924
822,12.4526242,41.9195416
823,12.4478839,41.9217366
