section_id,s_node,e_node,length,direction,interval
13497,4587,27662,38.62,0,0.0
13498,4588,4591,36.231,0,0.0
13499,4588,4589,45.62300000000001,0,0.01312294602394104
13500,4595,4589,173.143,1,0.0
13501,4589,4595,173.143,1,0.0
13502,4589,4591,53.224,1,0.06338542699813843
13503,4591,4589,53.224,1,0.0
13504,4592,4590,279.332,0,0.0
13505,4591,4593,92.181,1,0.0
13506,4593,4591,92.181,1,0.028336819261312485
13507,4591,4592,59.46000000000001,0,0.0
13508,4591,37725,184.45800000000003,1,0.0
13509,37725,4591,184.45800000000003,1,0.02644653432071209
13510,4593,4592,92.587,0,0.028336819261312485
13511,4593,37313,753.4590000000003,1,0.066092848777771
13512,37313,4593,753.4590000000003,1,0.0
13513,4594,4613,1593.7920000000006,0,0.0708029642701149
13514,4596,4594,224.623,0,0.0
13515,4595,4596,50.99100000000001,0,0.0
13516,4595,4598,65.041,1,0.0
13517,4598,4595,65.041,1,0.0
13518,4598,4596,42.06899999999999,0,0.0
13519,4597,4599,138.165,0,0.0
13520,4597,4598,65.593,0,0.10770460963249207
13521,4598,41615,21.608,1,0.0
13522,41615,4598,21.608,1,0.038677461445331573
13523,4599,4602,77.77600000000002,1,0.0
13524,4602,4599,77.77600000000002,1,0.23154737055301666
13525,41615,4599,131.665,1,0.09409405291080475
13526,4599,41615,131.665,1,0.0
13527,4600,30430,262.37,1,0.0
13528,30430,4600,262.37,1,0.10657665878534317
13529,4600,4601,469.0630000000001,1,0.0
13530,4601,4600,469.0630000000001,1,0.19070234894752502
13531,37167,4600,698.8609999999999,1,0.21273525059223175
